0,1,2
"<p>Heather Land went from part-time Worship Leader/full-time Outbuilding Refinancer to a national sensation quicker than Pamela Anderson and Tommy Lee said, ""I do."" Busting on the scene in 2018 with her candid, clever and comedic take on everyday absurdities, she quickly gave voice to women everywhere who unanimously agreed, ""I Ain't Doin' It.""</p><p>Still going strong, Heather has a released her second solo album, published two books, appeared on numerous podcasts, two movies and is constantly touring across the U.S. teaching us all to laugh through the tears and to find healing through the hilarious.</p><p>If not bringing comedy to a city near you, you can find Heather at her home outside of Nashville with her daughter, Ava; son, Noah; much younger husband, Stephen and her two terrible cats, Judy and Greg.</p><p><strong><em>TICKETS ARE NON-REFUNDABLE - ALL SALES ARE FINAL</em></strong></p><p>Doors open 30 minutes prior to the show</p><p>All shows are 18 and up with ID</p><p>One Drink Minimum, Must be 21 with valid ID to purchase alcohol.</p>",{comedy},{}
"<p>Over 50 of the best watercolor paintings curated by the Kentucky Watercolor Society are on display at the Artists’ Attic gallery walls. Each painting tells a different story by engaging the viewer through creative expression. View a broad range of techniques and subjects such as representational and abstract compositions, densely layered paintings as well as works that exemplify the power of transparency, large and small paintings, landscapes, still-life, animals and more.</p>",{gallery},{}
"<p>The Pop 2000 Tour delivers the TRL moments that will bring you right back to the early 2000s. POP 2000 TOUR features <strong>Chris Kirkpatrick</strong> of *NSYNC, <strong>O-Town</strong>, <strong>BBMak</strong>, <strong>Ryan Cabrera</strong> and <strong>LFO</strong>!</p><ul><li><strong>Chris Kirkpatrick</strong>&nbsp;is an American singer, dancer, actor, and voice actor who is best known for his work as a founding member of the pop group&nbsp;*NSYNC. As a voice actor, he has worked on numerous kids shows, including voicing the character of Chip Skylark on <em>The Fairly Oddparents</em>. In 2022, he competed in Season 3 of <em>Celebrity Big Brother</em> and <em>The Masked Singer</em>.</li><li><strong>O-Town</strong>’s story began in 1999, when <em>Making the Band</em> chronicled the rise to success of O- Town throughout three seasons of the series on both ABC and MTV. The group’s first two full-length albums included #1 singles, ""Liquid Dreams"" and ""All or Nothing"" and the Top 40 hit ""We Fit Together."" ""All or Nothing"" was nominated for Song of the Year at the Radio Music Awards in 2001.</li><li><strong>Ryan Cabrera</strong>&nbsp;is the singer and songwriter behind ubiquitous smashes such as ""On the Way Down,"" ""True"" and ""Shine On"" as well as albums including 2004's <em>Take It All Away</em>, which hit #8 on the Billboard Top 200. Ryan was also featured heavily on MTV''s <em>Ashlee Simpson Show</em> and <em>The Hills</em>.</li><li><strong>LFO</strong> burst onto the scene in 1999 with the #1 smash hit ""Summer Girls"" and followed with another top-five hit in ""Girl on TV"" and the top-ten hit, ""Every Other Time."" Today, lone surviving member Brad Fischetti keeps the name of LFO alive, performing the songs to fans, new and old.</li><li><strong>BBMAK</strong> Originally formed in 1997, BBMAK (Mark Barry, Christian Burns, and Stephen McNally) are officially ""Back Here"" after a 15-year hiatus. The multi- platinum-selling English pop group has sold more than three million albums and had hit singles worldwide before disbanding in 2003. Best known for their self- penned infectious guitar-driven hits ""Back Here,"" ""Out of My Heart,"" and ""The Ghost of You and Me,"" BBMAK was one of the few bands during the pop explosion of the early 2000s to play their own instruments and write their own songs. Billboard recently named ""Back Here"" the 9th greatest boy band song of all time.</li></ul>",{music},{}
"<p>We hold open mic night on the first Tuesday of each month (unless we don't!) - Scott Wilson and Lee Cruse are the hosts of this fun and exciting night.</p><p>Come see some of the best up coming talent in the Lexington area!</p><p>Tickets are $5.00, and available at the door on the night of the show.</p><p>Performers must sign up in advance. If you're interested, please send an email to <a href=""mailto:cobopenmic@gmail.com"" rel=""noopener noreferrer"" target=""_blank"">cobopenmic@gmail.com</a></p><p><strong><em>TICKETS ARE NON-REFUNDABLE - ALL SALES ARE FINAL</em></strong></p><p>Doors open 30 minutes prior to the show</p><p>All shows are 18 and up with ID</p><p>One Drink Minimum, Must be 21 with valid ID to purchase alcohol.</p>",{comedy},{}
"<p>Family Dog, Mama said String Band and Shawnthony Calypso</p><p><br></p><p>Doors Open at 8, show starts at 9 and goes until it stops </p>",{music},{}
<p>Our Rock Between the Bridges 4th of July festival! Rock out on the River all day with different bands through out the day! Fireworks at dark! (Usually at 10 pm!)</p>,{music},{}
"<p>Join Shaker Village and Adventure Theatre as we partner to explore the ""romanticism of the river"" through the eyes of Tom Sawyer and Huckleberry Finn.</p><p>Using a retired riverboat as their stage, Tom and Huck will share some of their favorite childhood adventures along the Mississippi River. They, and their troupe of friends, will also be ""telling tales"" and ""spinning yarns"" from the history of travel along the Kentucky River.</p><p>Joining the fun will be the Huckleberry Bluegrass Band, with performances both before and during the show.</p><p>Bring your lawn chair or blanket, grab some food and a beverage from the Shaker Landing Barn Bar, and settle in for an unbelievably unique and immersive experience that is pure Kentucky!</p>","{theater,music}",{}
<p>This is an 18+ event.</p>,{music},{}
"<p>Get ready for a musical journey on February 18 from 2pm-4pm in our Main Gallery! Join us for a special artist demonstration with the talented J. Daniel Graham, as he unveils the magic behind his handmade stringed instruments. Dive into the intricate history of the banjo while grooving to some soulful old-time tunes played on an array of unique banjos and violins. This event is free for all, so bring your friends and family for an afternoon filled with music and art. We can’t wait to see you there! </p>","{music,workshop}",{}
<p>Join us for our annual Christmas Celebration at the Spotlight Playhouse!</p><p>Includes:</p><ul><li> 10am-4pm Vendor fair</li><li> 10am-12pm Pictures with Santa</li><li> 10am-4pm Silent auction preview</li><li> 10am-4pm Playhouse Tours</li><li> 11:30am Finding Nemo Auditions</li><li> 8pm Enchanted Bookshop Christmas performance</li></ul><p>Open rehearsals all day</p><p>Food trucks…Barnyard BBQ &amp; Kyle's Kitchen</p>,"{market,theater}",{}
"<p>w/ E the Profit, TrapSteve + more</p><p>Indoor show</p><p>All ages</p><p>Doors 7:00 PM | Show 8:00 PM</p>",{music},{}
"<p>Santa Claus is coming to (down)town! The most wonderful time of the year is just around the corner and we couldn’t be more excited!</p><p>We hope you'll join us for the Downtown Lexington Christmas Parade! The parade will feature a variety of organizations, bands, floats, and of course, Santa himself! More information coming soon!</p>",{holiday},{}
<p>Support TBA</p><p>Indoor show</p><p>All ages</p><p>Doors 7:00 PM | Show 8:00 PM</p>,{music},{}
"<p><span style=""color: rgb(51, 51, 51);"">A master lyricist and satirical storyteller,&nbsp;</span><strong style=""color: rgb(51, 51, 51);"">John Hiatt</strong><span style=""color: rgb(51, 51, 51);"">&nbsp;delivers songs filled with tales of redemption, relationships and surrendering on his own terms. Hiatt's finest album is 1987's Bring the Family; other catalog highlights include the pop and rock of 1983's Riding with the King, the rough-hewn blues-rock of 2008's Same Old Man, and 2021's Leftover Feelings. His lyrics and melodies have graced more than 20 studio albums, have been recorded by Bob Dylan, Emmylou Harris, B.B. King, Willie Nelson, Bonnie Raitt and scores of others, and have earned him a place in the Nashville Songwriters Hall of Fame, a BMI Troubadour award, and a lifetime achievement in songwriting designation from the Americana Music Association.</span></p>","{music,live music}",{}
"<p>Michler's Greenhouses provide the idyllic setting for a romantic Christmas Market with the aromas of blooming citrus blending with the cinnamon and cloves of hot mulled wine.&nbsp;</p><p>Christmas pastries will be piled up for the sweet tooth to nibble by a fire, and the sound of the cello will be echoing off the glass. Our market is complete with a diversity of artists and artisans with their locally made ceramics, jewelry, cards, toys, soaps, scarves, ornaments and more. Michler's wreath makers will be crafting wreaths all day and our florists decorating boxwood trees.</p>","{market,holiday}",{}
<p>w/ Kindred Valley</p><p>Indoor show</p><p>All ages</p><p>Doors 7:00 PM | Show 8:00 PM</p>,{music},{}
"<p>Rejoice in the holiday spirit with the 26th annual Collage! Celebrated vocalists and musicians from the <a href=""https://finearts.uky.edu/music"" rel=""noopener noreferrer"" target=""_blank"">UK School of Music</a> and the <a href=""https://www.lexsing.org/"" rel=""noopener noreferrer"" target=""_blank"">Lexington Singers</a> Children's Choir perform holiday favorites from close to home and around the globe, conducted by UK Director of Choirs, Dr. Jefferson Johnson. Also featuring special guest choirs from George Rogers Clark HS, Lafayette HS, and Franklin County HS.</p>","{music,holiday}",{}
"<p>Join park staff and take a wintery evening walk to listen to the owls of Raven Run. Dress appropriately for the walk and weather. <a href=""https://parks.lexingtonky.gov/wbwsc/webtrac.wsc/search.html?SessionID=ca664f45dccc6396da8fec7cfe6b3e655c6722ab2e0ef6b278dba0ba411ed7504e061e0d2291fc0bef4ee4b92d2734b95178fcf183a371ae2db0dec4532a63eb&amp;keyword=run&amp;_csrf_token=cZ0U6C6R1K0A2H2F1U3F2P3L626357581A5M5C6N550B005J6G6G045X3J5F4Z1J6Z4Q5V6F01605Z64661I6Y3K49566Z714G5B4B045L4Y5H5Z6X5M4M5N480E5I4L53"" rel=""noopener noreferrer"" target=""_blank"">Registration</a> is required. </p>",{outdoor},{}
"<p><strong>Ben Folds</strong>&nbsp;is widely regarded as one of the major music influencers of our generation.</p><p>The Emmy-nominated singer-songwriter-composer has created an enormous body of genre-bending music that includes pop albums with Ben Folds Five, multiple solo albums, and numerous collaborative records.</p><p>For the past three decades, he's toured as a pop artist, while also performing with some of the world's greatest symphony orchestras.</p><p>A New York Times Best Selling author and podcast host, Ben also composes for film, tv and theatre, guest stars in films and TV, and serves as the Artistic Advisor to the National Symphony Orchestra at the Kennedy Center in Washington, DC.</p><p>A longtime advocate for arts and music education funding, Ben launched a music education charitable initiative in his native state of North Carolina entitled ""Keys For Kids,"" which provides funds and keyboards to existing nonprofits that provide free or affordable music lessons to interested school-age children. On the national level, he's active as a member of Americans For The Arts and the Arts Action Fund.</p>","{music,live music}",{}
"<p>Join us at the historic Kentucky Theatre&nbsp;for a special pay what you can holiday&nbsp;show featuring the Isaiah J. Thompson Quartet playing holiday classics from Vince Guaraldi and the OJS&nbsp;All-Stars Big Band playing the Duke Ellington Nutcracker Suite.</p><p>The first half of the concert will feature Isaiah J. Thompson, winner of the 2023 <strong>American Pianists Awards and the Cole Porter Fellowship in Jazz of the American Pianists Association</strong>.&nbsp;Isaiah has performed with major artists, including Ron Carter, John Pizzarelli, Christian McBride, Cécile McLorin Salvant, Steve Turre and Buster Williams. For this show, his quartet will be playing from his album&nbsp;<em>A Guaraldi Holiday</em>, which features tunes from&nbsp;Vince Guaraldi's famous&nbsp;<em>A Charlie Brown&nbsp;Christmas</em>.</p><p>After that, Thompson's quartet will join with <strong>Origins Jazz Series</strong> veterans from around the region to play the&nbsp;classic Ellington/Strayhorn arrangement of Tchaikovsky's <em>Nutcracker Suite</em>.</p><p><em>Why is this concert pay what you can?&nbsp;It's the holiday season! While all Origins concerts cost money to put on, including this one,&nbsp;we're hoping that&nbsp;the capacity of the Kentucky Theatre will help us bring in enough ticket revenue across all pay what you can tiers to make it work!&nbsp;This concert will cost about $7,000 to put on after we pay the artists, venue fees, sound technicians, and more, and we hope&nbsp;everyone's ticket fees and donations will cover all of that.</em></p>",{music},{}
"<p>Join us for an unforgettable evening at Coleman Crest Farm, Kentucky's first African American owned USDA Certified Organic Produce Farm. Nestled in the historic Hamlet of Uttingertown, less than seven miles from downtown Lexington, this pristine 13-acre farm has a legacy dating back 136 years. The farm was purchased from John and Mary Darnaby by the Coleman Family's Patriarch, James Coleman, for $1,200 on March 27, 1888, symbolizing a story of resilience, tradition, and the American Dream.</p><p>Our evening begins with an exclusive tour of the farm, where you'll learn about its rich history and sustainable farming practices. Explore the beautiful, fertile land that has been lovingly tended for generations and discover the unique story behind this significant landmark.</p><p>Following the tour, you'll be treated to a family-style dinner curated by James Beard Award Semifinalist, Chef Isaiah Screech. Enjoy a sumptuous meal made with the freshest ingredients sourced directly from local Black farmers, through our partnership with <a href=""https://www.blacksoilky.com/"" rel=""noopener noreferrer"" target=""_blank"">Black Soil KY</a>.</p><p><strong>Menu Highlights:</strong></p><p>Curated by Chef Isaiah Screech</p><ul><li><strong>Amuse Boost</strong>: Whipped Chevre, Pickled Beet, Candied Kumquat</li><li><strong>Cucumber, Tomato and Red Onion Salad</strong>: White Balsamic Reduction (vegan/vegetarian)</li><li><strong>Buttermilk Fried Chicken Breast</strong>: Chow Chow, Rosemary Chicken Jus</li><li><strong>Veal Meat Loaf</strong>: Tomato Ragout, Fried Leeks</li><li><strong>Vegan Stir Fry</strong>: Zucchini, Squash, Bok Choy, Red Onion, Bell Pepper, Broccolini</li><li><strong>Braised Collard Greens</strong></li><li><strong>Four Cheese Mac and Cheese</strong>: Buttered Panko, Fresh Herb</li><li><strong>Assorted Dinner Rolls</strong>: Whipped Butter</li><li><strong>Dessert</strong>: Cinnamon Peach Cobbler with Chantilly, Key Lime Cheesecake (vegan/vegetarian)</li></ul><p>Each dish has been carefully crafted to highlight the rich flavors and traditions of Black culinary excellence. The family-style setup fosters a warm, communal atmosphere, perfect for connecting with fellow attendees and celebrating the spirit of SoulFeast Week.</p><p>Music curated by <a href=""https://www.instagram.com/iamdjforerunner/"" rel=""noopener noreferrer"" target=""_blank"">DJ Forerunner</a> and Retrospek's <a href=""https://www.instagram.com/thebandjexperience/"" rel=""noopener noreferrer"" target=""_blank"">The BANdj Experience</a></p>","{food,soulfeast}",{}
"<p>Embark on a Magical Christmas Adventure! Dive into the enchanting world of <em>The Enchanted Bookshop Christmas</em>, where beloved literary characters spring to life, mingling with iconic Christmas figures like the Nutcracker Prince and Ebenezer Scrooge. Set just days before Christmas, witness the delightful chaos that ensues in Miss Margie's bookshop. When a crucial bookmark with a billionaire's phone number goes missing, it's up to these magical characters to save the day. But can they do it without revealing their secret existence?</p><p>Directed by the talented Jazzlyn Threlkeld and brought to life by the Spotlight Acting School's gifted students, this heartwarming tale is a perfect blend of comedy, drama, and holiday spirit. As the festive season approaches, gift yourself and your loved ones an unforgettable evening of theater magic. Secure your tickets now and be swept away by a story that reminds us of the true essence of Christmas: that the most cherished gifts come from the heart, not just from under the tree.</p><p><em>Performed by Spotlight Acting School students age 9-14</em></p>",{theater},{}
"<p><strong>Eddie Ifft</strong> has been called one of the most underrated comics in America by the Onion and has proudly told jokes around the world to sold-out crowds in over 15 countries. Most recently Eddie is co-host of one of the most successful podcasts in the comedy world called <em>Talkin’'Sh*t</em>. He has recently released his DVD, <em>I Love Pussy,</em> which is the follow up to his critically acclaimed DVD <em>Live From Australia</em> which was filmed in front of a sold out audience at the Sydney Opera House in Sydney Australia.</p><p><strong><em>TICKETS ARE NON-REFUNDABLE - ALL SALES ARE FINAL</em></strong></p><p>Doors open 30 minutes prior to the show</p><p>All shows are 18 and up with ID</p><p>One Drink Minimum, Must be 21 with valid ID to purchase alcohol.</p>",{comedy},{}
<p>w/ Zac Townsend</p><p>Indoor show</p><p>All ages</p><p>Doors 7:00 PM | Show 8:00 PM</p>,{music},{}
"<p>""Oh, What A Night!"" </p><p>Come enjoy the show-stopping bio-musical <em>Jersey Boys</em>, and go behind the music of the iconic American doo-wop band, Frankie Valli and The Four Seasons. </p><p>This gripping story features all the hit tunes you love including ""Sherry,"" ""Big Girls Don't Cry,"" and ""Can't Take My Eyes off You."" You'll be dancing in your seat as you enjoy this Tony Award-winning Broadway Hit! </p><p><a href=""https://www.lexingtontheatrecompany.org/"" rel=""noopener noreferrer"" target=""_blank"">The Lexington Theatre Company</a> combines Broadway veterans, rising stars, and local professionals for a production that feels just like Broadway, crafted right here in Lexington.</p><p><em>Due to mature language and content, parental discretion is advised.</em></p>","{theater,music}",{}
"<p>Bring your lawn chair and join us for an unforgettable celebration of Juneteenth!</p><p>This year's festival is dedicated to highlighting Black vendors, makers, and chefs, and we've got an incredible lineup of activities and attractions that the whole family will love. Best of all, admission is completely FREE!</p><p>Come and feast your senses on a dazzling array of unique vendors, each offering their own delicious and innovative take on entrepreneurship. From savory soul food to sweet treats, there's something for everyone at this one-of-a-kind food festival. Plus, we'll have live music and entertainment throughout the day, so you can groove to the beat while you chow down on some seriously tasty eats.</p><p>Bring the kids and enjoy a fun-filled day of family-friendly activities, including face painting, arts and crafts, and interactive games. Our dedicated Kid's Zone is sure to keep your little ones entertained all day long, while you explore the festival and sample all of the amazing food on offer.</p>","{music,soulfeast}",{}
<p>w/ William Matheny</p><p>Indoor show</p><p>All ages</p><p>Doors 7:00 PM | Show 8:00 PM</p>,{music},{}
"<p>Produced by Live Nation, the <strong>Standing Room Only Tour</strong> will hit arenas across 30+ cities, including a stop in downtown Lexington. Grammy® Award winning singer-songwriter <strong>Carly Pearce</strong> will join.</p><p>Featuring a huge production, his biggest hits, and songs from his forthcoming 17th studio album <em>Standing Room Only</em>, the tour promises the most fun and memories of a lifetime.</p>",{music},{}
"<p>International Saxophonist/Vocalist Brooks Giles III has taken his high energy musical mixture of Jazz and Blues to Beijing, China, Hong Kong, Singapore, Taiwan, Thailand, Myanmar and Santiago, Chile where he recorded his latest CD, “Romance de Los Andes” with “The Pancho Aranda Trio”. </p><p>His first CD, “Somewhere On Earth, The Bangkok Sessions”, was released in 2002.That same year Brooks and his ensemble were featured on the first ever “Hennessy X.O. Smooth &amp; Mellow Jazz Tour”. After rave reviews, the ensemble was invited to perform again in 2003. </p><p>Brooks has performed with Donald Byrd, The Drifters, Martha Reeves and The Vandellas, Charli Persip, Eldee Young, Ron Affif and Peter Duchin. </p><p>After obtaining his M.F.A. from Queens College’s Aaron Copland School of Music in Queens, New York, Brooks toured Europe with the Broadway musical “Bubbling Brown Sugar”. </p><p>In 1999 Brooks made his acting debut in the Woody Allen film “Sweet &amp; Lowdown”. </p><p>In 2005 he performed on the soundtrack and appeared in the DVD of the original stage play “It’s A Hard Bop Life” by Gregory Charles Royal. </p><p>Brooks continues to perform in large and small ensembles throughout The United States of America and The World. </p>","{music,food,jazz}",{}
<p>Indoor show</p><p>All ages</p><p>Doors 5:00 PM | Show 6:00 PM</p>,{music},{}
"<p>Join us Friday, February 23rd h for the smooth jazz sounds of The John Smart Quartet.</p>","{music,jazz}",{}
"<p>Aloha!&nbsp;Join us for Hawaii-Y-O themed Family Fun Day at the Whitaker Family YMCA at the Kloiber Foundation Outdoor Pavilion.</p><p>Activities will include Hawaiian themed field games and activities, food trucks, inflatables, DJ, and much more!&nbsp;</p><p>Food and Beverage Vendors:</p><ul><li><a href=""https://www.katieshappyhotdogs.com/"" rel=""noopener noreferrer"" target=""_blank"">Katies Hot Dogs</a>&nbsp;</li><li><a href=""https://www.kona-ice.com/"" rel=""noopener noreferrer"" target=""_blank"">Kona Ice</a></li><li><a href=""https://oldkykettlecorn.com/"" rel=""noopener noreferrer"" target=""_blank"">Old Kentucky Kettle Corn</a>&nbsp;</li><li><a href=""https://www.longertablefc.com/"" rel=""noopener noreferrer"" target=""_blank"">Longer Table</a>&nbsp;</li><li><a href=""https://www.facebook.com/cometealguito.ky/?locale=es_LA"" rel=""noopener noreferrer"" target=""_blank"">Comete Alguito</a></li><li><a href=""https://kystrongbbq.com/"" rel=""noopener noreferrer"" target=""_blank"">KY Strong BBQ</a></li><li><a href=""https://www.facebook.com/sammichmanexpress/"" rel=""noopener noreferrer"" target=""_blank"">Sammich Man Express</a>&nbsp;</li></ul><p>Thank you David and Marci Kloiber for sponsoring this family event. Thank you to <a href=""https://thecharmingtravelco.com/"" rel=""noopener noreferrer"" target=""_blank"">The Charming Travel Co.</a> for sponsoring our field games! The event is free to the community (rain or shine!) and registration is not required.</p><p>See a map of the Family Fun Day set up <a href=""https://jwt-sites-files.storage.googleapis.com/ymcacky-org/s3fs-public/2024-05/Family%20Fun%20Day%20Map%202024.pdf"" rel=""noopener noreferrer"" target=""_blank"">here</a>.</p>",{outdoor},{}
<p>Support TBA</p><p>Indoor show</p><p>All ages</p><p>Doors 7:00 PM | Show 8:00 PM</p>,{music},{}
"<p>Live bluegrass the third Thursday of every month, October through April. This month: Tennessee Bluegrass Band. Sponsored by <a href=""https://southlandjamboree.org"" rel=""noopener noreferrer"" target=""_blank"">Southland Jamboree</a>.</p>",{music},{}
"<p>Join us for an unforgettable Juneteenth Hip-Hop Brunch, where we celebrate with the flavors of delicious brunch bites, made with the freshest ingredients sourced from <a href=""https://www.blacksoilky.com/"" rel=""noopener noreferrer"" target=""_blank"">Black Soil KY</a>. Pair your brunch bites with craft cocktails from Rabbit Hole, expertly mixed by the talented bartenders at Lost Palm. Each sip will transport you to a new level of enjoyment, as you experience the unique flavors and aromas of Kentucky's finest spirits.</p><p>And the entertainment? Our DJs are some of Kentucky's best, and they'll be spinning tunes all day long, creating the perfect atmosphere for you to soak up the vibes and let loose with friends and family.</p><p>Brunch dishes will be available for purchase, so make sure to arrive early to get your fill of the best food, drinks, and music that Kentucky has to offer!</p><p>Music curated by <a href=""https://www.instagram.com/lovedjalways/"" rel=""noopener noreferrer"" target=""_blank"">DJ Always</a> and <a href=""https://www.instagram.com/iamdjforerunner/"" rel=""noopener noreferrer"" target=""_blank"">DJ Forerunner</a>.</p><p>Hosted by <a href=""https://www.instagram.com/what_shayna_say/"" rel=""noopener noreferrer"" target=""_blank"">What Shayna Say</a> and <a href=""https://www.instagram.com/thatswildjones/"" rel=""noopener noreferrer"" target=""_blank"">Jaron Jones</a>.</p>","{food,soulfeast}",{}
"<p>w/ Magnolia Boulevard &amp; Emily Jamerson (<a href=""https://www.theburltickets.com/events/buy-tickets/O78emRK7srRKPQS0Ihwv"" rel=""noopener noreferrer"" target=""_blank"">Night 1</a>, Friday)</p><p>w/ Sam Burchfield &amp; The Scoundrels + Lucas Wayne (<a href=""https://www.theburltickets.com/events/buy-tickets/c3BunbYWWTvnKQ2pUbkZ"" rel=""noopener noreferrer"" target=""_blank"">Night 2</a>, Saturday)</p><p>Indoor show</p><p>All ages</p><p>Doors 7:00 PM | Show 8:00 PM</p>",{music},{}
"<p>Live classical music the third Sunday of every month, September through April.</p>",{music},{}
<p>Indoor show</p><p>All ages</p><p>Doors 7:00 PM | Show 8:00 PM</p>,{music},{}
"<p>$60 per person includes 3-courses of brunch bites and themed cocktail or mocktail. Cash bar available. </p><p>&nbsp;</p><p>Don’t miss Lyndon House’s first murder mystery event where our guests (that’s you) are suspects! The afternoon will be filled with mystery and suspense as well as three courses of brunch bites and themed cocktail. Cash bar available. </p><p>&nbsp;</p><p>Come dressed to kill and wear a mask or borrow one of ours. Play a character with a script or just try to solve the mystery and enjoy the fun. </p><p>&nbsp;</p><p>Our mystery takes place in the grand ballroom of Retribution Manor, costumed guests are gossiping at a masquerade party. Everyone wants to know: “Who invited us here?” “Who would throw such a lavish party in a haunted house?” No one has answers—they only know that they were instructed to be here, or their secrets would be revealed to the world.&nbsp;</p><p>Space is limited, call 859-420-2683 for reservations. </p>","{theater,comedy}",{}
"<p>SAVE THE DATE!</p><p>Seedtime on the Cumberland—Appalshop's FREE festival featuring music, art, dance, film, local crafters, and food—will be held for one day only on June 1 in downtown Whitesburg.</p><p>Be sure to check the discussion tab here for updates!</p><p>For more information, visit&nbsp;<a href=""http://appalshop.org/seedtime"" rel=""noopener noreferrer"" target=""_blank"" style=""color: var(--blue-link);"">appalshop.org/seedtime</a></p>","{music,festival}",{}
"<p>Henry Cho's TV credits include appearances on NBC's <em>The Tonight Show</em>, CBS's <em>The Late, Late, Show</em>, and NBC's <em>Young Comedians</em> Special. He served two years as host of NBC's <em>Friday Night Videos</em> and had many guest roles on various network sitcoms. Henry was co-creator, co- producer and co-writer of <em>The Henry Cho Show</em> on GAC.</p><p>Henry's one hour Comedy Central Special, <em>What's That Clickin Noise?</em> is currently running and on Netflix. Henry can also be heard daily on Sirrus, XM, Blue Collar Radio and Pandora. He's also a regular performer at the Grand Ole Opry.</p><p><strong><em>TICKETS ARE NON-REFUNDABLE - ALL SALES ARE FINAL</em></strong></p><p>Doors open 30 minutes prior to the show</p><p>All shows are 18 and up with ID</p><p>One Drink Minimum, Must be 21 with valid ID to purchase alcohol.</p>",{comedy},{}
"<p>Scott Henry is an accomplished stand-up comedian, corporate emcee, actor, and voiceover actor. In addition to headlining in comedy clubs across the country, Scott has been seen on screen in <em>Paul Blart: Mall Cop 2</em>, <em>The King of Queens</em>, <em>Chelsea Lately</em>, and more. He also has a supporting role in the provocative indie film, <em>Daddy</em>, which has been a film festival darling and garnered numerous awards.</p><p>Scott is most proud of his work for the U.S. military – he has traveled to over 50 countries entertaining the troops and has served on the Board of the Marine Scholarship Foundation's golf tournament in Southern California, which has raised millions of dollars for children of Marines to attend college.</p><p><strong><em>TICKETS ARE NON-REFUNDABLE - ALL SALES ARE FINAL</em></strong></p><p>Doors open 30 minutes prior to the show</p><p>All shows are 18 and up with ID</p><p>One Drink Minimum, Must be 21 with valid ID to purchase alcohol.</p>",{comedy},{}
"<p>In this workshop, participants will learn hot to stretch a screen with screen material, create an image using&nbsp; drawing fluid and screen filler, and print the image onto paper.</p>","{workshop,printmaking}",{}
"<p>Hailing from the great Commonwealth of Kentucky, Lee has called Cincinnati home for 7 years. He grew up listening to his family, and their odd assortment of neerdowell associates, rattle off stories and street jokes far too crass for a young boy's ears. He truly, deeply, sincerely, wants you to forget about your worries and live in the moment while watching him perform. He has opened for such comedians as Theo Von, Brian Regan, and Damon Wayans.</p><p>His debut comedy special ""Mike and Molly"" is currently streaming on both Tubi and YouTube. His set from <em>Stand-Up Live From Zanies!</em> is slated to drop on Peacock later this year.</p><p>He has ""BFDBAD"" tattooed on his arm. ""Be Funny, Don't Be a Dick"". That's the mission. What a world!</p><p><strong><em>TICKETS ARE NON-REFUNDABLE - ALL SALES ARE FINAL</em></strong></p><p>Doors open 30 minutes prior to the show</p><p>All shows are 18 and up with ID</p><p>One Drink Minimum, Must be 21 with valid ID to purchase alcohol.</p>",{comedy},{}
